OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,WKHR_CODE,WKHR_RMK,ELEVATION,FREQUENCY,MAGVAR,MAGVAR_DAT,NAV_TYPE,TYPE_CODE,NAVSYS_ID,AWYSTRUC,CHANNEL,STATUS,VOICE,SLAVEVAR,PRIVATE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
2112,441464B1-D6BB-4331-83CF-F51124AAEAC2,ROB,ROBINSON,31.50380583,-96.93041639,H24,,391.7,400,3,,1,,E7079267-B20D-4085-9B1C-1028F68D5193,,,1,0,3,0,0,0,1,0,1,0
2113,D3476439-8C32-42C1-A9C2-F2F94CF9AC61,ACT,WACO,31.66223111,-96.73098611,H24,,507.1,115.3,9,,3,,85C409E4-C385-4D01-980F-1D1CFDB9C1CA,0,,1,0,9,0,0,0,1,1,1,0
2114,09C3AB37-010B-4AF8-8601-F62F5BDC0F1A,ACT,WACO,31.66223111,-96.73098611,H24,,507.1,115.3,9,,4,,85C409E4-C385-4D01-980F-1D1CFDB9C1CA,0,100X,1,0,9,0,0,0,1,1,1,0
2115,EC68D2B0-291F-436D-B67D-BE5D7405E158,ARM,WHARTON,29.25464528,-95.84797444,H24,,98,245,3,,1,,7ADD5A0C-1939-4E31-8F2D-C988CB16DA2D,,,1,0,3,0,0,0,1,0,0,0
2116,6D7FCDF6-756E-41ED-81DA-0290417A8CE6,SKB,SCOTLAND,33.78227389,-97.51183833,H24,,983,344,5,,1,,F3C92CA1-83C9-40D6-BD7D-9F9455D1752E,,,1,0,5,0,0,0,1,0,0,0
2117,F8802FDC-B715-41BE-9AC5-10E5FCD95F92,SHP,SHEPPARD,33.98271389,-97.51232778,H24,,1020.2,110.8,5,,4,,E2ADA1DD-C15E-44B7-989D-01292BE67C96,1,045X,1,1,5,0,0,0,1,0,0,0
2118,DFB5BECB-CE5B-47A7-82F5-2FB1733BDDF6,SPS,WICHITA FALLS,33.9872875,-97.40652806,H24,,1133.1,112.7,10,,3,,548E1077-6483-4FA4-9DE3-B4176EFBB34D,0,,1,0,10,0,0,0,1,1,0,0
2119,5DB28168-750A-4E5D-A402-CE9038ED30D1,SPS,WICHITA FALLS,33.9872875,-97.40652806,H24,,1133.1,112.7,10,,4,,548E1077-6483-4FA4-9DE3-B4176EFBB34D,0,074X,1,0,10,0,0,0,1,1,0,0
2120,6826DE72-8C3A-4404-A90F-D19996A2CBF5,INK,WINK,31.87476333,-102.7562228,H24,,2860,112.1,11,,3,,652ABECB-C90A-4DA2-B42D-3E551E24C2C4,0,,1,0,11,0,0,0,1,1,0,0
2121,5040CA99-18C2-474B-A26B-D983DA21E727,INK,WINK,31.87476333,-102.7562228,H24,,2860,112.1,11,,4,,652ABECB-C90A-4DA2-B42D-3E551E24C2C4,0,058X,1,0,11,0,0,0,1,1,0,0
2122,F6F5C5A5-E289-4332-9F21-E0293465587D,BVL,BONNEVILLE,40.7260975,-112.2425828,H24,,4220,112.3,12,,3,,2BDB9439-8637-42FF-87A6-08D83DDFB1ED,0,,1,1,12,0,0,0,1,1,0,0
2123,3307D0FF-F47D-4FFD-BF51-9B02ACDFD9FC,BVL,BONNEVILLE,40.7260975,-112.2425828,H24,,4220,112.3,12,,4,,2BDB9439-8637-42FF-87A6-08D83DDFB1ED,0,070X,1,1,12,0,0,0,1,1,0,0
2124,A2D2C51E-6C8B-4E98-BD38-B7E9C2A8FA44,BCE,BRYCE CANYON,37.6891875,-111.6961039,H24,,9039.3,112.8,15,,3,,BDAAF425-0AD7-4D54-91A5-C6C9150AE7BB,0,,1,0,15,0,0,0,1,1,0,0
2125,8392F231-E9FE-46BD-B075-452F27E8B9B0,BCE,BRYCE CANYON,37.6891875,-111.6961039,H24,,9039.3,112.8,15,,4,,BDAAF425-0AD7-4D54-91A5-C6C9150AE7BB,0,075X,1,0,15,0,0,0,1,1,0,0
2126,7EE1879A-942F-4AFB-B809-180A8F5EA4CF,DTA,DELTA,39.30221111,-111.4944442,H24,,4641.6,116.1,16,,3,,119E9193-BCBE-41BC-9215-E8446832299B,0,,1,0,16,0,0,0,1,1,0,0
2127,2F5C6D3B-BED4-4994-8600-91913DCCB30E,DTA,DELTA,39.30221111,-111.4944442,H24,,4641.6,116.1,16,,4,,119E9193-BCBE-41BC-9215-E8446832299B,0,108X,1,0,16,0,0,0,1,1,0,0
2128,7AEC58DA-C5A4-493E-998B-C50728A93D3A,MIJ,MICHAEL,40.1917,-111.0777472,H24,,4347.5,113.2,13,,4,,A8C0286E-393A-4228-B90A-65F176C4AEB3,3,079X,1,1,13,0,0,0,1,0,0,0
2129,C0630764-FF23-4BA6-ADD6-FB9A338546E8,HVE,HANKSVILLE,38.41680833,-109.3002594,H24,,4430.8,115.9,15,,3,,BA7D16AC-65E9-4967-A512-0184EB6508BD,0,,1,0,15,0,0,0,1,1,0,0
2130,B4B80CC1-90D6-4A9F-AED3-816F9CC91D54,HVE,HANKSVILLE,38.41680833,-109.3002594,H24,,4430.8,115.9,15,,4,,BA7D16AC-65E9-4967-A512-0184EB6508BD,0,106X,1,0,15,0,0,0,1,1,0,0
2131,B09A44FA-DECB-410E-9F17-718ADC268E22,LHO,BRIGHAM CITY,41.79287972,-111.9902225,H24,,5369.7,112.9,14,,3,,F743CC74-4B6C-4F61-BCE8-4B0C587C0317,1,,1,0,14,0,0,0,1,0,0,0
2132,26C0408C-59CB-4FC7-A90B-A89584D83999,LHO,BRIGHAM CITY,41.79287972,-111.9902225,H24,,5369.7,112.9,14,,2,,F743CC74-4B6C-4F61-BCE8-4B0C587C0317,1,076X,1,0,14,0,0,0,1,0,0,0
2133,3B567D14-82F6-4599-B1A8-DDBD92FC6692,LCU,LUCIN,41.36295167,-112.1593806,H24,,4400,113.6,17,,3,,A5BD7D10-EAD6-430F-A172-63CF59D3CA36,0,,1,1,17,0,0,0,1,1,0,0
2134,351D2D55-0405-4063-BD01-231F87A42D0F,LCU,LUCIN,41.36295167,-112.1593806,H24,,4400,113.6,17,,4,,A5BD7D10-EAD6-430F-A172-63CF59D3CA36,0,083X,1,1,17,0,0,0,1,1,0,0
2135,F6A42707-9D0A-46D4-9854-0970FB4B742D,MLF,MILFORD,38.36035556,-112.9867672,H24,,4980,112.1,16,,3,,DE0B5478-B050-4817-8684-D64B29A634DD,0,,1,1,16,0,0,0,1,1,0,0
2136,6C4E8F1C-3B75-4FBB-8DF5-BBED5BD32F18,MLF,MILFORD,38.36035556,-112.9867672,H24,,4980,112.1,16,,4,,DE0B5478-B050-4817-8684-D64B29A634DD,0,058X,1,1,16,0,0,0,1,1,0,0
2137,26034E91-3E1C-475D-BABF-10EAD141F97B,OAB,MOAB,38.75624111,-108.2507086,H24,,4541.6,109.8,10,,3,,DB6059B3-EB2A-44B7-8448-1230B0263345,3,,1,0,10,0,0,0,1,0,0,0
2138,801230EE-A3D8-4619-B06E-C12FAE4806E3,OAB,MOAB,38.75624111,-108.2507086,H24,,4541.6,109.8,10,,2,,DB6059B3-EB2A-44B7-8448-1230B0263345,3,035X,1,0,10,0,0,0,1,0,0,0
2139,3864EBDB-2347-42EC-A868-2E54FBFF1DAE,MTU,MYTON,40.14909556,-109.8729719,H24,,5400.9,112.7,14,,3,,308E13D0-B971-4446-B55D-E67D36909591,0,,1,1,14,0,0,0,1,1,0,0
2140,17E6C33A-E727-4476-8C29-92893CF95209,MTU,MYTON,40.14909556,-109.8729719,H24,,5400.9,112.7,14,,2,,308E13D0-B971-4446-B55D-E67D36909591,0,074X,1,1,14,0,0,0,1,1,0,0
2141,B57CCD06-E489-404C-A05E-F90AF1D38852,HIF,HILL,41.12050278,-110.0363194,H24,,4805.3,111.2,14,,4,,EE9E845B-DA7B-4250-B0CD-D776795A24BF,1,049X,1,1,14,0,0,0,1,0,0,0
2142,C8F97F08-94CF-4922-964A-D25674B09BDD,OGD,OGDEN,41.224095,-111.9017592,H24,,4225.3,115.7,14,,3,,D13BB8D9-4934-4668-85B3-BBDBE420AB9C,2,,1,0,14,0,0,0,1,1,0,0
2143,52A618F3-89F6-4ECF-A997-32F75B10E810,OGD,OGDEN,41.224095,-111.9017592,H24,,4225.3,115.7,14,,4,,D13BB8D9-4934-4668-85B3-BBDBE420AB9C,2,104X,1,0,14,0,0,0,1,1,0,0
2144,47226FE8-FEC7-4C84-A82F-F3E98EF21D54,PUC,CARBON,39.60319167,-109.2464722,H24,,5830,115.5,14,,3,,C4211A60-EB1E-4868-9428-419663C7E87E,0,,1,0,14,0,0,0,1,1,0,0
2145,E713886C-6F03-49BB-9E96-887339557994,PUC,CARBON,39.60319167,-109.2464722,H24,,5830,115.5,14,,2,,C4211A60-EB1E-4868-9428-419663C7E87E,0,102X,1,0,14,0,0,0,1,1,0,0
2146,F5B62E59-1291-4925-9BCD-785A163A5013,FFU,FAIRFIELD,40.27489472,-110.0594686,H24,,7690,116.6,16,,3,,1C221DD8-061D-445F-A914-641C45B72BC0,0,,1,0,16,0,0,0,1,1,0,0
2147,D51B8C43-2C90-49C3-B7FE-ED752B839BAD,FFU,FAIRFIELD,40.27489472,-110.0594686,H24,,7690,116.6,16,,4,,1C221DD8-061D-445F-A914-641C45B72BC0,0,113X,1,0,16,0,0,0,1,1,0,0
2148,CD1A7381-1D8A-457A-B09D-FC59317B6663,PVU,PROVO,40.21493667,-110.2786803,H24,,4493.4,108.4,15,,3,,1F0063BF-3AF9-4C1A-BAAF-8742A24FB5D0,3,,1,0,15,0,0,0,1,0,0,0
2149,9927115D-16EA-4C32-920F-5316A4FE961B,PVU,PROVO,40.21493667,-110.2786803,H24,,4493.4,108.4,15,,2,,1F0063BF-3AF9-4C1A-BAAF-8742A24FB5D0,3,021X,1,0,15,0,0,0,1,0,0,0
2150,F1377E8B-49CF-4D10-9A56-DB777764028B,TCH,WASATCH,40.85025917,-110.0180944,H24,,4216.2,116.8,16,,3,,E32B543A-7A50-41BF-9FDD-EE22DE1F4525,0,,1,0,16,0,0,0,1,1,0,0
2151,C97EE5FD-3175-48D7-8AFF-1F74F9F4F7D6,TCH,WASATCH,40.85025917,-110.0180944,H24,,4216.2,116.8,16,,4,,E32B543A-7A50-41BF-9FDD-EE22DE1F4525,0,115X,1,0,16,0,0,0,1,1,0,0
2152,CA0B9451-2703-4FBA-9486-D14F6DFE1918,UTI,ST GEORGE,37.01761944,-112.4821,H24,,2848,108.6,12,,3,,D0DBDF79-368C-4743-AA11-2C9D8DAB366C,3,,1,0,12,0,0,0,1,0,0,0
2153,DF322AA6-719A-4DFF-9020-F1C96DCB39EF,UTI,ST GEORGE,37.01761944,-112.4821,H24,,2848,108.6,12,,2,,D0DBDF79-368C-4743-AA11-2C9D8DAB366C,3,23X,1,0,12,0,0,0,1,0,0,0
2154,ECDC05E3-226A-48DA-BCBB-17D0236A68A1,VEL,VERNAL,40.37903639,-108.5066978,H24,,5344.1,108.2,15,,3,,16B355E3-EB4A-4992-9533-EA15BB001CA9,1,,1,0,15,0,0,0,1,0,0,0
2155,908BB022-6DF7-487B-8CF1-25F6994FB4E6,VEL,VERNAL,40.37903639,-108.5066978,H24,,5344.1,108.2,15,,2,,16B355E3-EB4A-4992-9533-EA15BB001CA9,1,019X,1,0,15,0,0,0,1,0,0,0
2156,2F6EC38F-F7E9-4DB2-9FC4-50C0F4BB76EF,GZG,GLADE SPRING,36.82510667,-81.92102083,H24,,4200,110.2,-2,,3,,9AAB2C28-483B-433A-99F7-99230E30C260,2,,1,1,-2,0,0,0,1,1,0,0
2157,57B74533-454F-4B56-92BD-DCBD9ECFE9AC,GZG,GLADE SPRING,36.82510667,-81.92102083,H24,,4200,110.2,-2,,2,,9AAB2C28-483B-433A-99F7-99230E30C260,2,039X,1,1,-2,0,0,0,1,1,0,0
2158,C39F0B0B-1F51-4F59-A797-0E30F48440DE,TEC,TECH,37.208605,-79.59656444,H24,,2125,368,-6,,1,,A9CB3146-BA9B-45B5-A089-4DEF6C94E952,,,1,0,-6,0,0,0,1,0,0,0
2159,BD89E133-BD53-4B31-9131-E207DC8A7B4B,BKT,BLACKSTONE,37.12742833,-77.95545667,H24,,417.6,326,-9,,1,,60D59584-340D-4844-95F6-E0E3AA6FFBFE,,,1,0,-9,0,0,0,1,0,0,0
2160,A864EA68-A1B1-49ED-9DCE-705266CE8C8F,BRV,BROOKE,38.33625722,-76.64713444,H24,,144.5,114.5,-9,,3,,B7A33B3D-A28F-4A46-9F84-CBF6A84DB337,2,,1,1,-9,0,0,0,1,1,1,0
2161,98384117-7953-4FCF-8734-4B1ECCFEA031,BRV,BROOKE,38.33625722,-76.64713444,H24,,144.5,114.5,-9,,4,,B7A33B3D-A28F-4A46-9F84-CBF6A84DB337,2,092X,1,1,-9,0,0,0,1,1,1,0
2162,B2A28E05-8DA1-4C84-A6EF-0A893A54CF78,CCV,CAPE CHARLES,37.34753889,-74.00234722,H24,,9.7,112.2,-10,,3,,700409F1-712B-443A-B6ED-8ACB5191E579,2,,1,0,-10,0,0,0,1,1,0,0
2163,7E641DA3-502F-4663-B5C2-350F55C13EB3,CCV,CAPE CHARLES,37.34753889,-74.00234722,H24,,9.7,112.2,-10,,4,,700409F1-712B-443A-B6ED-8ACB5191E579,2,059X,1,0,-10,0,0,0,1,1,0,0
2164,F4405A8D-6640-452E-9B78-12B32797CAD1,CSN,CASANOVA,38.64120222,-76.13450056,H24,,441.8,116.3,-6,,3,,15850C41-04E7-452B-8DB3-1DEBA0A64F97,0,,1,0,-6,0,0,0,1,1,1,0
2165,048FDE41-CE61-44E9-8594-5BBAC26B0068,CSN,CASANOVA,38.64120222,-76.13450056,H24,,441.8,116.3,-6,,4,,15850C41-04E7-452B-8DB3-1DEBA0A64F97,0,110X,1,0,-6,0,0,0,1,1,1,0
2166,1A1674DB-0F1B-4AF9-8C1A-F267C9E08DAA,MSQ,NAILR,38.45432417,-76.09471528,H24,,289,351,-10,,1,,2C7E0979-A449-409B-8CBA-9797E0410CBD,,,1,0,-10,0,0,0,1,0,1,0
2167,90223655-0254-4883-A7C5-EDA40D5A2B3B,DAN,DANVILLE,36.56887972,-78.66334028,H24,,568.1,113.1,-6,,3,,65F9786F-CD2B-4D3B-B055-25328A834BD2,1,,1,0,-6,0,0,0,1,0,0,0
2168,FD3F077F-3075-4B39-B8A3-16D8CE4049FF,PSK,PULASKI,37.087705,-79.28709944,H24,,2120,116.8,-6,,3,,8AF89E6A-DDE1-44EF-A511-18F08D2C4CF4,0,,1,0,-6,0,0,0,1,1,0,0
2169,CB4C9406-5563-4809-AC66-77107976A4EC,PSK,PULASKI,37.087705,-79.28709944,H24,,2120,116.8,-6,,4,,8AF89E6A-DDE1-44EF-A511-18F08D2C4CF4,0,115X,1,0,-6,0,0,0,1,1,0,0
2170,2C0A4214-8DA1-4EAE-A8B2-511C230E6747,LY,BOJAR,37.2624225,-78.75686944,H24,,804.2,385,-8,,1,,9EA88520-1899-4C9A-B8AB-04F1150F5880,,,1,0,-8,0,0,0,1,0,0,0
2171,BDE69E1D-6732-41F9-A493-1898AA56D81F,FVX,FARMVILLE,37.35300972,-77.56246306,H24,,391,367,-9,,1,,A501074A-F90C-4B8B-934A-0C7BA9333C71,,,1,0,-9,0,0,0,1,0,0,0
2172,7FD4D61E-D7F4-4867-B446-8D1EF8C1346F,FAK,FLAT ROCK,37.52850944,-76.17178083,H24,,460,113.3,-6,,3,,88FB0D81-ACB9-499D-B2ED-B75DA7A0FE31,0,,1,0,-6,0,0,0,1,1,0,0
2173,0D9ABB9F-92DE-42B0-92FE-C37B14622F52,FAK,FLAT ROCK,37.52850944,-76.17178083,H24,,460,113.3,-6,,4,,88FB0D81-ACB9-499D-B2ED-B75DA7A0FE31,0,080X,1,0,-6,0,0,0,1,1,0,0
2174,70DF9165-5E25-402C-B287-7DD01629236D,DAA,DAVEE,38.66158944,-76.88989417,H24,,52.7,223,-9,,1,,368D63AC-630C-4965-923C-AB22E2D6E6F9,,,1,0,-9,0,0,0,1,0,1,0
2175,8AB39E7D-44C9-4205-B01E-9F4857B5FE7F,FKN,FRANKLIN,36.71423444,-76.98762528,H24,,84,110.6,-9,,3,,D97F12B5-F10D-4354-8391-EF1C7C2346BD,2,,1,0,-9,0,0,0,1,1,0,0
2176,E2E40D10-DDD4-4E02-B504-E40A0D954A6A,FKN,FRANKLIN,36.71423444,-76.98762528,H24,,84,110.6,-9,,4,,D97F12B5-F10D-4354-8391-EF1C7C2346BD,2,043X,1,0,-9,0,0,0,1,1,0,0
2177,6B790716-CE72-4EAF-9E20-F77A9C6E2E7A,EZF,SHANNON,38.26634806,-76.54949083,H24,,82.5,237,-10,,1,,8B5B4C66-08E1-47D1-9BA9-4F38B09C9B3D,,,1,0,-10,0,0,0,1,0,1,0
2178,E8AB4B37-3716-43A9-A921-000ED5E0F06C,GVE,GORDONSVILLE,38.01359944,-77.84697333,H24,,382.6,115.6,-6,,3,,D144FEAC-99B2-4980-AA8C-DA85B2CCF321,0,,1,1,-6,0,0,0,1,1,0,0
2179,B46F2219-7622-4FC3-9728-7C4D997FF83E,GVE,GORDONSVILLE,38.01359944,-77.84697333,H24,,382.6,115.6,-6,,4,,D144FEAC-99B2-4980-AA8C-DA85B2CCF321,0,103X,1,1,-6,0,0,0,1,1,0,0
2180,D9235EB7-D982-4426-BE22-EFEF117DDB65,LFI,LANGLEY,37.08555556,-75.64059722,H24,,7.2,112.3,-10,,4,,1F1E941B-BA2A-41B1-858C-FC9D1DCA1989,2,070X,1,1,-10,0,0,0,1,1,0,0
2181,48D304D8-2DEC-487C-A192-A92B4B6437E5,HCM,HARCUM,37.44866,-75.28864611,H24,,7.5,108.8,-7,,3,,7D63BE18-4F03-4CCE-B355-6975377D3A9E,2,,1,0,-7,0,0,0,1,1,0,0
2182,2D454266-388C-47E0-862D-F10856ED3CE9,HCM,HARCUM,37.44866,-75.28864611,H24,,7.5,108.8,-7,,4,,7D63BE18-4F03-4CCE-B355-6975377D3A9E,2,025X,1,0,-7,0,0,0,1,1,0,0
2183,D766E997-1868-468E-A5FF-B5B116459FB7,AML,ARMEL,38.93459389,-76.5332975,H24,,296,113.5,-8,,3,,6656158D-55D1-46C7-9F05-DF9EB833C910,2,,1,0,-8,0,0,0,1,1,1,0
2184,804D9E30-B89F-4306-9D3B-E486AB4D3C67,AML,ARMEL,38.93459389,-76.5332975,H24,,296,113.5,-8,,2,,6656158D-55D1-46C7-9F05-DF9EB833C910,2,82X,1,0,-8,0,0,0,1,1,1,0
2185,57675CE9-D8B1-495C-BD7D-A7195B3C8149,HPW,HOPEWELL,37.32887,-76.88405639,H24,,70,112,-6,,3,,5F9D2AC9-B747-4B4E-A153-5C88D3DE2915,2,,1,1,-6,0,0,0,1,1,0,0
2186,6E83A8B3-2CEC-4A6D-B101-4B39E777B67C,HPW,HOPEWELL,37.32887,-76.88405639,H24,,70,112,-6,,4,,5F9D2AC9-B747-4B4E-A153-5C88D3DE2915,2,057X,1,1,-6,0,0,0,1,1,0,0
2187,A6F02CEE-141D-4237-B5DB-05DD5984FAD6,LVL,LAWRENCEVILLE,36.81803583,-76.09703194,H24,,350,112.9,-8,,3,,4CB2C741-9D6A-4AAD-AAC4-2A1C25C94618,1,,1,0,-8,0,0,0,1,0,0,0
2188,0C0DF344-EF5B-435A-AC96-72DBAD75AA62,LVL,LAWRENCEVILLE,36.81803583,-76.09703194,H24,,350,112.9,-8,,4,,4CB2C741-9D6A-4AAD-AAC4-2A1C25C94618,1,076X,1,0,-8,0,0,0,1,0,0,0
2189,1D74A007-28F1-4C20-9044-02C7A911B81E,LDN,LINDEN,38.85439167,-77.79444417,H24,,2440,114.3,-6,,3,,2E639318-03BE-4385-8E0D-C5A416E07B12,2,,1,0,-6,0,0,0,1,1,1,0
2190,32FEDC57-492D-4E94-8744-FA736A3BB4D5,LDN,LINDEN,38.85439167,-77.79444417,H24,,2440,114.3,-6,,4,,2E639318-03BE-4385-8E0D-C5A416E07B12,2,090X,1,0,-6,0,0,0,1,1,1,0
2191,DF222E9B-D25C-42F2-8F96-673657841FE4,LUA,CAVERNS,38.69931806,-77.52763917,H24,,834.3,245,-9,,1,,32CFA0B5-CA93-4965-9034-E972D5AE389A,,,1,0,-9,0,0,0,1,0,0,0
2192,8C2CEAA4-2BCD-4DEA-9415-78312658DFE7,UV,BALES,36.59009444,-78.08253472,H24,,1088.9,396,-7,,1,,1D40BECD-86BE-45F9-BC8C-C0679CABBE8B,,,1,0,-7,0,0,0,1,0,0,0
2193,B16128D5-3EC4-486F-9917-FBBFFECFADAC,MOL,MONTEBELLO,37.90052472,-78.89311083,H24,,3455,115.3,-5,,3,,AF73BB58-35F8-4BDE-B0DC-0B24E2C4D54D,2,,1,1,-5,0,0,0,1,1,0,0
2194,BBAE4174-13C5-46D7-9D9B-3D3C2865DD1C,MOL,MONTEBELLO,37.90052472,-78.89311083,H24,,3455,115.3,-5,,2,,AF73BB58-35F8-4BDE-B0DC-0B24E2C4D54D,2,100X,1,1,-5,0,0,0,1,1,0,0
2195,5970E8AA-CCF8-4000-9743-BC33AD77DDBE,NGU,CHAMBERS,36.94004472,-75.72271806,H24,,10.1,113.95,-10,,4,,CD788A8C-58B4-47DD-801E-CB2F94CDDDFF,1,086Y,1,1,-10,0,0,0,1,0,0,0
2196,7C46D62F-B81A-4EEF-8D6D-443D2032CC33,ORF,NORFOLK,36.89190472,-75.79967306,H24,,19.6,116.9,-7,,3,,EF93B4B7-E749-4B81-B6A6-388CA7B595DC,0,,1,1,-7,0,0,0,1,1,0,0
2197,DA03C0FF-E58A-4EEB-A5FF-6DBC55049375,ORF,NORFOLK,36.89190472,-75.79967306,H24,,19.6,116.9,-7,,4,,EF93B4B7-E749-4B81-B6A6-388CA7B595DC,0,116X,1,1,-7,0,0,0,1,1,0,0
2198,D98B593A-6352-4424-849A-935373D70E29,VIT,VINTON,37.20406194,-78.118365,H24,,1543,277,-8,,1,,07CF04C7-882D-4E2B-811F-8D79071D1999,,,1,0,-8,0,0,0,1,0,0,0
2199,C7BA4BB1-D7BF-4374-B575-BECB878C93E5,ODR,WOODRUM,37.32420083,-78.02101417,H24,,1163.7,114.9,-8,,3,,0422AC7F-3A0A-4142-8FE7-C9A50D94CFAD,3,,1,0,-8,0,0,0,1,0,0,0
2200,409061FE-D3B8-427C-8E7E-9E8120D79368,SBV,SOUTH BOSTON,36.67503861,-78.98550083,H24,,520.1,110.4,-5,,3,,BC4AF958-97EE-4CB1-B6F6-67ADCB40BF78,2,,1,1,-5,0,0,0,1,1,0,0
2201,E4CB78AB-F546-4CAF-8A22-613F1B193A97,SBV,SOUTH BOSTON,36.67503861,-78.98550083,H24,,520.1,110.4,-5,,4,,BC4AF958-97EE-4CB1-B6F6-67ADCB40BF78,2,041X,1,1,-5,0,0,0,1,1,0,0
2202,8FE1EA4E-52F5-423D-ADA3-E82176854863,NTU,OCEANA,36.8242225,-75.96295361,H24,,16.7,116.6,-10,,4,,4E4DA9AD-D683-4A9C-99CE-88A1326436CC,2,113X,1,1,-10,0,0,0,1,1,0,0
2203,6FD6E37A-43DB-43A6-BCCB-223462AF3DEA,AKQ,WAKEFIELD,36.98281889,-76.9990275,H24,,104.6,274,-11,,1,,772F8DF4-F17D-43E6-9426-285DBBA547EE,,,1,0,-11,0,0,0,1,0,0,0
2204,090C90FD-1473-4841-A162-2880EBF98FA8,MPV,MONTPELIER,44.08548278,-71.55062333,H24,,2080,110.8,-16,,3,,9B2EC91E-DE38-4DBF-9632-1E0944CA009B,1,,1,0,-16,0,0,0,1,0,0,0
2205,57023987-A889-43FB-9B44-0432D14BCBC3,MPV,MONTPELIER,44.08548278,-71.55062333,H24,,2080,110.8,-16,,2,,9B2EC91E-DE38-4DBF-9632-1E0944CA009B,1,045X,1,0,-16,0,0,0,1,0,0,0
2206,68E5982F-53B2-4025-BA72-80D0526A8BFB,BTV,BURLINGTON,44.39710472,-72.81736528,H24,,416.7,117.5,-15,,3,,89B97520-0B14-4BC6-BB2A-3876091682E7,2,,1,0,-15,0,0,0,1,1,0,0
2207,22A3AC45-6BC7-4448-A656-229C6D0A6DB9,BTV,BURLINGTON,44.39710472,-72.81736528,H24,,416.7,117.5,-15,,2,,89B97520-0B14-4BC6-BB2A-3876091682E7,2,122X,1,0,-15,0,0,0,1,1,0,0
2208,FD52B5D7-5C67-412F-B8A3-05ADDCA7DB97,DYO,SMUTO,43.70614389,-71.04339667,H24,,1137.6,221,-15,,1,,C91955D0-5609-4379-B8C7-9B4B8677925C,,,1,0,-15,0,0,0,1,0,0,0
2209,DF37F296-4BEA-45A0-B4B1-BB687742F610,BTG,BATTLE GROUND,45.74781111,-121.4084633,H24,,253.3,116.6,21,,3,,E1C07141-0DF2-4FB3-878C-B56E1339B582,0,,1,0,21,0,0,1,1,1,0,1
2210,DC9F780A-1FDB-4070-B183-EB3659554427,BTG,BATTLE GROUND,45.74781111,-121.4084633,H24,,253.3,116.6,21,,4,,E1C07141-0DF2-4FB3-878C-B56E1339B582,0,113X,1,0,21,0,0,1,1,1,0,1
2211,D0A0BC08-4698-4092-9C0A-62F547256E12,HUH,WHATCOM,48.94528694,-121.4207453,H24,,81.6,113,20,,3,,04BDA055-A2EF-4A1B-BEAA-7BCB3295E476,0,,1,0,20,0,1,1,1,1,0,0
2212,B734D6B4-52C6-4937-91C4-E43735D288FD,HUH,WHATCOM,48.94528694,-121.4207453,H24,,81.6,113,20,,4,,04BDA055-A2EF-4A1B-BEAA-7BCB3295E476,0,077X,1,0,20,0,1,1,1,1,0,0
2213,0D8FA35A-A223-4139-9130-B0CF95C368E8,BVS,SKAGIT/BAY VIEW,48.46859917,-121.5815836,H24,,97.3,240,16,,1,,0FA26A00-102F-4D5C-87F1-92BB1B406137,,,1,0,16,0,1,0,1,0,0,0
2214,B89CE740-5913-495D-B27D-661495F82BD7,CVV,PENN COVE,48.24469444,-121.2755833,H24,,200,117.2,19,,3,,FDA3CC76-4B04-4876-A112-EF754F9C395D,1,,1,0,19,0,1,0,1,1,0,0
2215,77768463-E00D-41B5-AF5C-30736DC47564,CVV,PENN COVE,48.24469444,-121.2755833,H24,,200,117.2,19,,2,,FDA3CC76-4B04-4876-A112-EF754F9C395D,1,119X,1,0,19,0,1,0,1,1,0,0
2216,EF153911-40C2-43E4-BC63-D5BC2D75A602,DPY,DEER PARK,47.96775222,-116.5736633,H24,,2194,365,16,,1,,811A075A-C517-47F6-BD9D-163706CE17D2,,,1,0,16,0,0,0,1,0,0,0
2217,3AE2B081-A850-4780-A11C-AD6B238E1E42,EPH,EPHRATA,47.37791889,-118.5759961,H24,,1250,112.6,21,,3,,C79AAE5A-BCBC-4403-8A6E-B72B6B2D1604,0,,1,0,21,0,0,0,1,1,0,0
2218,9C9EE829-0918-4904-8308-3E478A972BE8,EPH,EPHRATA,47.37791889,-118.5759961,H24,,1250,112.6,21,,4,,C79AAE5A-BCBC-4403-8A6E-B72B6B2D1604,0,073X,1,0,21,0,0,0,1,1,0,0
2219,952A5758-3125-4841-B869-AB52B77B1FA8,PAE,PAINE,47.91983389,-121.7221989,H24,,669.2,110.6,20,,3,,C15E95AA-1B73-4CC4-91BA-871E9EDED30C,2,,1,0,20,0,1,1,1,1,0,0
2220,53FCEF2F-8A63-43A7-BBA9-3522EF4BA6C1,PAE,PAINE,47.91983389,-121.7221989,H24,,669.2,110.6,20,,2,,C15E95AA-1B73-4CC4-91BA-871E9EDED30C,2,043X,1,0,20,0,1,1,1,1,0,0
2221,46F92671-AE3D-4FBC-A6A2-3932C7FD33F4,FHR,FRIDAY HARBOR,48.51213583,-122.9761378,H24,,41,284,17,,1,,093CA916-23DC-4F53-A880-01CFB0881F2A,,,1,0,17,0,1,0,1,0,0,0
