OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,WKHR_CODE,WKHR_RMK,ELEVATION,FREQUENCY,MAGVAR,MAGVAR_DAT,NAV_TYPE,TYPE_CODE,NAVSYS_ID,AWYSTRUC,CHANNEL,STATUS,VOICE,SLAVEVAR,PRIVATE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
1,12DC7BC6-66BC-46E6-9AE6-05262222B8B5,ADK,MOUNT MOFFETT,51.87187639,-175.3240125,H24,,328.9,530,7,,1,,DECD1B7B-F419-4D71-97AE-25BC91363C1B,,,1,0,7,0,1,1,0,0,0,0
2,7B975D0F-F7C7-4AA9-A83F-87874BC28541,ADK,MOUNT MOFFETT,51.87187639,-175.3240125,H24,,328.9,114,7,,2,,DECD1B7B-F419-4D71-97AE-25BC91363C1B,,087X,1,0,7,0,1,1,0,0,0,0
3,75772A3E-A0F4-4679-8930-646CA4CBF51B,AKP,ANAKTUVUK PASS,68.136625,-150.2557731,H24,,2087.2,348,21,,1,,9AEF327A-93E2-44D5-823A-BE40D20A1138,,,1,0,21,0,1,0,0,0,0,0
4,101040C3-9A85-42B3-8136-DD4A2EA62826,TED,ANCHORAGE,61.16786611,-148.0398586,H24,,92.6,113.15,18,,3,,FE4FD0CD-5FBA-4882-A11D-87EF5F4D5939,0,,1,0,18,0,1,1,0,0,0,0
5,19E3B97B-DE2A-4ED2-A549-1FEBB5380627,TED,ANCHORAGE,61.16786611,-148.0398586,H24,,92.6,113.15,18,,2,,FE4FD0CD-5FBA-4882-A11D-87EF5F4D5939,0,78Y,1,0,18,0,1,1,0,0,0,0
6,5F1F7F31-F29F-4791-B68C-79A8CCD775C2,CMQ,CAMPBELL LAKE,61.17101611,-149.9523319,H24,,64.7,338,16,,1,,9137F2EC-3E63-4FCB-8DEE-4516A5DD0D95,,,1,0,16,0,1,0,0,0,0,0
7,09675131-FE3B-4B2F-8DB7-0AACBEF6569F,EDF,ELMENDORF,61.25500833,-148.230825,H24,,226.2,113.4,18,,4,,EB4D65BA-F957-48CF-8800-D841C86766CA,0,081X,1,1,18,0,1,1,0,0,0,0
8,B4F99488-8D1B-4F71-B154-57FD4CA5EA45,ANI,ANIAK,61.59015472,-158.4021083,H24,,88,359,14,,1,,4966AA19-55AE-4790-A4CD-0994F4A56B00,,,1,0,14,0,1,1,0,0,0,0
9,6CF9B097-23C4-4B39-BC05-E725EF3693BD,ANN,ANNETTE ISLAND,55.06040861,-130.4216006,H24,,184,117.1,21,,3,,5784C072-8F9C-4AC3-8865-7988EDDEAA56,0,,1,0,21,0,1,1,0,0,0,0
10,F873193A-7E52-4410-A2CB-037AC2465F6C,ANN,ANNETTE ISLAND,55.06040861,-130.4216006,H24,,184,117.1,21,,2,,5784C072-8F9C-4AC3-8865-7988EDDEAA56,0,118X,1,0,21,0,1,1,0,0,0,0
11,641227EF-8E5C-4B9C-BC1E-68D24009E57E,ICK,NICHOLS,55.07088028,-130.3949906,H24,,119,266,18,,1,,2DA16057-3B68-4339-98D9-BBC3AEE30B0A,,,1,0,18,0,1,1,0,0,0,0
12,FA83A8D7-E2DB-4EB6-B0D6-A3C34F8A0591,ATK,ATQASUK,70.46906417,-156.5725047,H24,,97,350,16,,1,,FCB7EED7-8310-40EF-AF56-20E5D910A420,,,1,0,16,0,1,0,0,0,0,0
13,7E271467-038E-4ED9-BA06-92681B2135BA,BRW,BARROW,71.27342639,-155.2118822,H24,,57,116.2,19,,3,,E8711B41-E9E7-4E2E-9770-B4DE36873509,0,,1,0,19,0,1,1,0,0,0,0
14,9FF55817-FDA6-4A1D-B89C-EDC55C872F17,BRW,BARROW,71.27342639,-155.2118822,H24,,57,116.2,19,,2,,E8711B41-E9E7-4E2E-9770-B4DE36873509,0,109X,1,0,19,0,1,1,0,0,0,0
15,22F70403-BCAD-4152-AC36-B5610FAACBF1,VIR,BROWERVILLE,71.28230028,-155.2187317,H24,,40.5,281,19,,1,,F8DD6123-32B5-4F76-98FB-E3D7FD28C9A7,,,1,0,19,0,1,0,0,0,0,0
16,4BD634AD-A98C-4B9D-B19A-0FDA7ECF6E6A,BET,BETHEL,60.78483694,-160.1756703,H24,,105.4,114.1,14,,3,,5EAA342E-AFD1-453A-B2D1-B5891BDD91EB,0,,1,0,14,0,1,1,0,0,0,0
17,287D0EEF-5336-4C22-93A3-5E245FC3C871,BET,BETHEL,60.78483694,-160.1756703,H24,,105.4,114.1,14,,4,,5EAA342E-AFD1-453A-B2D1-B5891BDD91EB,0,088X,1,0,14,0,1,1,0,0,0,0
18,408C1845-7B95-4924-913F-415895AB3F02,OSE,OSCARVILLE,60.79130861,-160.1272403,H24,,155.2,251,11,,1,,7BA2A392-5CD2-4120-A3DB-6FA8CE7F63E8,,,1,0,11,0,1,0,0,0,0,0
19,DB31B8E7-2456-4C63-A8F7-BA62448CADEA,BTT,BETTLES,66.90500833,-150.4641172,H24,,637,116,20,,3,,B5721B92-F042-43B4-8CAF-4233E6F62D17,0,,1,0,20,0,1,1,0,0,0,0
20,58D5B8E5-AC28-4568-8EF5-5F28252CAB8E,BTT,BETTLES,66.90500833,-150.4641172,H24,,637,116,20,,2,,B5721B92-F042-43B4-8CAF-4233E6F62D17,0,107X,1,0,20,0,1,1,0,0,0,0
21,6B3D36B3-C801-4FB7-A098-4BCD1E136A4E,EAV,EVANSVILLE,66.89318889,-150.4362778,H24,,,391,20,,1,,2F88ADCF-C8A6-4EEE-A597-0551E5FB7BB5,,,1,0,20,0,1,0,0,0,0,0
22,32F62450-9562-43FE-A9CD-006D9FC2DCBC,BGQ,BIG LAKE,61.56945417,-148.0328556,H24,,180,112.5,19,,3,,2790E5AB-6039-4BD1-B316-F12082328C8A,0,,1,0,19,0,1,1,0,0,0,0
23,0D05E788-B2CC-4980-B54A-4895AA89EAF4,BGQ,BIG LAKE,61.56945417,-148.0328556,H24,,180,112.5,19,,4,,2790E5AB-6039-4BD1-B316-F12082328C8A,0,072X,1,0,19,0,1,1,0,0,0,0
24,67156B3B-BB2D-482C-B2B3-5CCBA4C14FCE,BVK,BUCKLAND,65.97866472,-160.8537531,H24,,24,325,15,,1,,471045A2-76C8-4563-9093-39D6DAA5844E,,,1,0,15,0,1,0,0,0,0,0
25,886CD0E2-A8B0-4543-A7DB-0C5E72071A92,BVK,BUCKLAND,65.97866472,-160.8537531,H24,,24,113.1,15,,2,,471045A2-76C8-4563-9093-39D6DAA5844E,,078X,1,0,15,0,1,0,0,0,0,0
26,EF9DDD27-3383-4308-BA75-08350047EBA4,LUR,CAPE LISBURNE,68.87125444,-165.9239958,H24,,60.9,385,12,,1,,FD384BB3-C69B-4047-933B-1B094D3194D0,,,1,0,12,0,1,0,0,0,0,0
27,282446E2-E69D-4B19-A67C-3A2BBF86C262,LUR,CAPE LISBURNE,68.87125444,-165.9239958,H24,,60.9,108.35,12,,2,,FD384BB3-C69B-4047-933B-1B094D3194D0,,20Y,1,0,12,0,1,0,0,0,0,0
28,709C2C18-4FA0-486F-858E-7826EBFACAEA,EHM,CAPE NEWENHAM,58.65602222,-161.9262556,H24,,212.2,385,12,,1,,13305281-CB1C-442B-8C58-1C1A10479EF1,,,1,0,12,0,1,1,0,0,0,0
29,301DE206-1C63-438B-9754-94907B5A5F2C,EHM,CAPE NEWENHAM,58.65602222,-161.9262556,H24,,212.2,108.15,12,,2,,13305281-CB1C-442B-8C58-1C1A10479EF1,,18Y,1,0,12,0,1,1,0,0,0,0
30,35C9AC00-4E50-401E-8A6D-936B646A98FF,CQR,CHANDALAR LAKE,67.50238722,-147.530605,H24,,1875,263,22,,1,,E97931C1-2C2D-4DC6-B698-BBBA47EEDEA4,,,1,0,22,0,1,1,0,0,0,0
31,B0518FB4-0BF5-47FD-B187-3323F7320743,CGL,COGHLAN ISLAND,58.35932556,-133.3005489,H24,,57.9,212,20,,1,,4B63987E-B19A-471D-90B2-BC51EC2C3CD3,,,1,0,20,0,1,0,0,0,0,0
32,3B9D84F0-476B-4067-8CC1-3C918DC9376B,CDB,COLD BAY,55.26729472,-161.2260036,H24,,98.5,112.6,14,,3,,2783C03F-45E3-4521-B68C-6ECF3CD0A7FB,0,,1,0,14,0,1,1,0,0,0,0
33,490DC77A-D416-4FF1-B663-4F0F258DB617,CDB,COLD BAY,55.26729472,-161.2260036,H24,,98.5,112.6,14,,4,,2783C03F-45E3-4521-B68C-6ECF3CD0A7FB,0,073X,1,0,14,0,1,1,0,0,0,0
34,C9C6930A-DF55-463B-8E52-D1C5EC3B5AAC,ELF,ELFEE,55.29614944,-161.2107594,H24,,32.3,341,14,,1,,A481EB14-ADAC-4578-926D-B4E58AD458F2,,,1,0,14,0,1,1,0,0,0,0
35,609AA8E3-B220-41ED-88CE-4733FE0715E9,GCR,GLACIER RIVER,60.49875583,-144.5255464,H24,,55,404,17,,1,,AC5A20D9-2922-4A83-9182-71E84C2506F9,,,1,0,17,0,1,0,0,0,0,0
36,811212AB-9ECE-45ED-841B-9DC420063F96,SCC,DEADHORSE,70.19919833,-147.5838406,H24,,53.5,113.9,17,,3,,97E18505-DE10-4DB1-A164-9EC90414899E,0,,1,0,17,0,1,1,0,0,0,0
37,E37837E3-C8D5-4381-AF5F-C7A6DD29A3A5,SCC,DEADHORSE,70.19919833,-147.5838406,H24,,53.5,113.9,17,,2,,97E18505-DE10-4DB1-A164-9EC90414899E,0,086X,1,0,17,0,1,1,0,0,0,0
38,8CBB4C11-F1F1-4ACD-A8D8-EEEEF4700D82,PVQ,PUT RIVER,70.22265528,-147.583785,H24,,51.3,376,17,,1,,89021B8E-B408-41D3-88B5-6984159FB12E,,,1,0,17,0,1,0,0,0,0,0
39,5BAA733C-3C19-4FEC-A51C-E23B289F8AB8,DJN,DELTA JUNCTION,64.02345639,-144.3131733,H24,,1337.8,347,20,,1,,CEEC5A4F-F283-489C-BADD-A0C2D5D54089,,,1,0,20,0,1,0,0,0,0,0
40,D39AF5AD-177C-41C0-B5A5-F0A999DE7BDE,BIG,BIG DELTA,64.00446111,-144.2827528,H24,,1229.6,114.9,23,,3,,7A6305F9-8916-4A0F-AB15-1416E2B19636,0,,1,0,23,0,1,1,0,0,0,0
41,2F438280-D721-4811-B65D-E8B9FE65AB68,BIG,BIG DELTA,64.00446111,-144.2827528,H24,,1229.6,114.9,23,,4,,7A6305F9-8916-4A0F-AB15-1416E2B19636,0,096X,1,0,23,0,1,1,0,0,0,0
42,424B3459-3DC3-4E84-9752-F71F3E88C339,DLG,DILLINGHAM,58.99423389,-157.4477806,H24,,81.4,116.4,15,,3,,B44D0167-65DF-4F7C-B7AA-FDB532227DA0,0,,1,0,15,0,1,1,0,0,0,0
43,247B8F21-B6AC-41F9-AA2D-2FC00664B2E7,DLG,DILLINGHAM,58.99423389,-157.4477806,H24,,81.4,116.4,15,,2,,B44D0167-65DF-4F7C-B7AA-FDB532227DA0,0,111X,1,0,15,0,1,1,0,0,0,0
44,CB7BB661-40F1-485D-A782-35F9E95837C2,BTS,WOOD RIVER,58.99960667,-157.4517258,H24,,133.7,429,15,,1,,6419A9D2-0F54-4F62-BD7B-CA175AD57D80,,,1,0,15,0,1,0,0,0,0,0
45,1016E7BD-42CE-4D74-AEB0-3CFB568808A8,MOS,MOSES POINT,64.69652472,-161.9287319,H24,,15,116.3,16,,3,,A8076805-F465-4295-8A79-D96A99D80F36,1,,1,0,16,0,1,0,0,0,0,0
46,4602D8AC-C6D0-4B0A-9061-D15248CBFCB3,MOS,MOSES POINT,64.69652472,-161.9287319,H24,,15,116.3,16,,2,,A8076805-F465-4295-8A79-D96A99D80F36,1,110X,1,0,16,0,1,0,0,0,0,0
47,A9FE4842-E7AD-49F6-B8FA-755E0176A720,ENM,EMMONAK,62.78458861,-163.5124661,H24,,17.3,117.8,14,,3,,1F28FBA2-8D18-4C44-B6E8-5832E279215B,0,,1,0,14,0,1,1,0,0,0,0
48,C55D2881-1AE5-4483-99CB-331CD8051BF0,ENM,EMMONAK,62.78458861,-163.5124661,H24,,17.3,117.8,14,,2,,1F28FBA2-8D18-4C44-B6E8-5832E279215B,0,125X,1,0,14,0,1,1,0,0,0,0
49,B15F4AC9-D304-4BF2-9987-71DB83720B18,CUN,CHENA,64.83858417,-146.5049217,H24,,461.5,257,17,,1,,EA813013-A659-4390-A6D1-B14699205009,,,1,0,17,0,1,0,0,0,0,0
50,947E0A9C-D39C-4D78-B14C-6B897A46680E,EIL,EIELSON,64.65379722,-146.9060528,H24,,542.4,115.1,19,,4,,84876C33-613C-4CB7-B924-CDD1C037ECCC,0,098X,1,1,19,0,1,1,0,0,0,0
51,E94BED8C-125C-4A82-8065-F668DBB8FF9E,FAI,FAIRBANKS,64.80007056,-147.9880242,H24,,1526.4,108.6,21,,3,,42CDE01A-EEC4-4716-9080-43442AF4495A,0,,1,0,21,0,1,1,0,0,0,0
52,56DC4246-792F-4A85-A0DC-A33ED55C9DCD,FAI,FAIRBANKS,64.80007056,-147.9880242,H24,,1526.4,108.6,21,,4,,42CDE01A-EEC4-4716-9080-43442AF4495A,0,023X,1,0,21,0,1,1,0,0,0,0
53,1A4DF31B-403F-4B1F-9075-4824F3F7E25F,FYU,FORT YUKON,66.57425389,-144.7233428,H24,,448.8,114.4,20,,3,,D0C32477-ECCE-4210-80E4-8A3CE7E93025,0,,1,0,20,0,1,1,0,0,0,0
54,F337D75B-CA7C-4EC2-9D5B-9AB53468D49F,FYU,FORT YUKON,66.57425389,-144.7233428,H24,,448.8,114.4,20,,4,,D0C32477-ECCE-4210-80E4-8A3CE7E93025,0,091X,1,0,20,0,1,1,0,0,0,0
55,7AF68264-4E97-43BE-828D-2DE73C297B67,FTO,YUKON RIVER,66.58002694,-144.7872753,H24,,457.4,242,20,,1,,227C614D-73A5-4EA0-968A-B10AC8CA5258,,,1,0,20,0,1,0,0,0,0,0
56,46387789-F76B-40B6-88C0-60BF04ED4CA5,GAL,GALENA,64.73812944,-155.2228508,H24,,149.8,114.8,17,,3,,F9FB79F1-666A-4E45-9755-07F9F0A4EF2F,0,,1,0,17,0,1,1,0,0,0,0
57,AD7059EB-66DD-47BF-89A7-C167D6A0551F,GAL,GALENA,64.73812944,-155.2228508,H24,,149.8,114.8,17,,2,,F9FB79F1-666A-4E45-9755-07F9F0A4EF2F,0,95X,1,0,17,0,1,1,0,0,0,0
58,AEC539E0-A966-4057-8842-3B4F200EDCAE,GAM,GAMBELL,63.78193917,-170.2632678,H24,,29.3,369,8,,1,,8419B243-05D0-4AF5-BB6A-1BE4782468EF,,,1,0,8,0,1,1,0,0,0,0
59,DD7E992C-7707-4AC6-8DB6-2045C83B9B55,GAM,GAMBELL,63.78193917,-170.2632678,H24,,29.3,114.5,8,,2,,8419B243-05D0-4AF5-BB6A-1BE4782468EF,,092X,1,0,8,0,1,1,0,0,0,0
60,D910798F-6207-48EA-B197-62C4D15B56AF,GLA,GLENNALLEN,62.19554333,-144.5322786,H24,,1618.5,248,19,,1,,5CBDF665-6065-4543-8364-5EDC0CD98031,,,1,0,19,0,1,0,0,0,0,0
61,6911F664-5D47-46E0-BE54-FB0A54A87B45,GKN,GULKANA,62.15375306,-144.552635,H24,,1549,115.6,23,,3,,08E5B85B-5639-4127-8C61-E91C0C56B1AF,0,,1,0,23,0,1,1,0,0,0,0
62,B7E8A715-A9E3-485D-B584-B19497651B22,GKN,GULKANA,62.15375306,-144.552635,H24,,1549,115.6,23,,2,,08E5B85B-5639-4127-8C61-E91C0C56B1AF,0,103X,1,0,23,0,1,1,0,0,0,0
63,5EED2132-8246-4091-9E24-DB4054F26347,HNS,HAINES,59.21209056,-134.5691436,H24,,256,245,20,,1,,F1582226-C015-419F-80A9-C73B71B98D53,,,1,0,20,0,1,0,0,0,0,0
64,43C6B862-7259-469F-9A00-C766C18CE4D1,ALJ,ORCA BAY,60.47982222,-145.4125694,H24,,31,233,18,,1,,93EC0156-4EDF-468A-81D0-BB8D07CB1AC7,,,1,0,18,0,1,1,0,0,0,0
65,F68CD283-B690-439D-AB1E-8237331C5C9B,HOM,HOMER,59.70942917,-150.5434011,H24,,1626,114.6,15,,3,,043B4195-AB50-4B40-A68D-85CC10542820,0,,1,0,15,0,1,1,0,0,0,0
66,001A94CD-0AE8-485A-8A40-B066B7354568,HOM,HOMER,59.70942917,-150.5434011,H24,,1626,114.6,15,,2,,043B4195-AB50-4B40-A68D-85CC10542820,0,093X,1,0,15,0,1,1,0,0,0,0
67,A2887D82-52A3-47CC-B667-B4019664795A,ACE,KACHEMAK,59.64133444,-150.4997261,H24,,,277,17,,1,,9017DAED-502B-4B27-AAB1-97177141201A,,,1,0,17,0,1,0,0,0,0,0
68,665D8F1D-04A0-4F4B-AC1B-134513095619,HPB,HOOPER BAY,61.5143475,-165.8655194,H24,,14.7,115.2,13,,3,,F2CB3735-17C3-4F37-9A8A-F3BD8369D9E1,0,,1,0,13,0,1,1,0,0,0,0
69,230FCAF8-0574-4523-9A7E-C5DAA131E148,HPB,HOOPER BAY,61.5143475,-165.8655194,H24,,14.7,115.2,13,,2,,F2CB3735-17C3-4F37-9A8A-F3BD8369D9E1,0,099X,1,0,13,0,1,1,0,0,0,0
70,C38B51F3-F943-4E49-9839-5913AC03EFA5,HSL,HUSLIA,65.70787611,-155.6369133,H24,,187,117.4,19,,3,,57B48643-A875-4B05-8A88-A67DCC5C8E5D,0,,1,0,19,0,1,1,0,0,0,0
71,2719DF0B-BA30-4141-B291-BF9703D9A2A8,HSL,HUSLIA,65.70787611,-155.6369133,H24,,187,117.4,19,,2,,57B48643-A875-4B05-8A88-A67DCC5C8E5D,0,121X,1,0,19,0,1,1,0,0,0,0
72,22E168EA-49B9-4F1B-9CA0-344CAC05E930,ILI,ILIAMNA,59.74807722,-153.0903608,H24,,168,411,14,,1,,487906CB-2A33-4372-86C5-95E647C7C433,,,1,0,14,0,1,1,0,0,0,0
73,366230DE-CD44-4063-9DD3-B2A86D164825,ILI,ILIAMNA,59.74807722,-153.0903608,H24,,168,114.4,14,,2,,487906CB-2A33-4372-86C5-95E647C7C433,,091X,1,0,14,0,1,1,0,0,0,0
74,29A442E7-946B-4E08-A8C8-7CCC296CBB45,JOH,JOHNSTONE POINT,60.48095222,-145.4006647,H24,,47.5,116.7,18,,3,,95060262-C507-40E2-993A-8D318CCABAE6,0,,1,0,18,0,1,1,0,0,0,0
75,A40223D4-1F26-4DC4-897C-B94F29791FEA,JOH,JOHNSTONE POINT,60.48095222,-145.4006647,H24,,47.5,116.7,18,,2,,95060262-C507-40E2-993A-8D318CCABAE6,0,114X,1,0,18,0,1,1,0,0,0,0
76,4730BA18-4A5C-44AA-81A1-AE21059F51F7,AFE,KAKE,56.96391667,-132.0881111,H24,,170,223,21,,1,,EDA11372-0775-4724-A80C-696CC1FB7637,,,1,0,21,0,1,0,0,0,0,0
77,830EE239-D1DE-4826-B19A-5EF21E3923C6,AFE,KAKE,56.96391667,-132.0881111,H24,,170,114.4,21,,2,,EDA11372-0775-4724-A80C-696CC1FB7637,,091X,1,0,21,0,1,0,0,0,0,0
78,9FB5B5BA-5EDA-4DC2-98DC-6C3CDDE097BC,ENA,KENAI,60.61470222,-150.8047572,H24,,115,117.6,19,,3,,5726C960-7CBE-42A0-8C3A-0DD03AE45EBE,0,,1,0,19,0,1,1,0,0,0,0
79,8A90A99B-0D62-48E9-ADD6-62432B55462B,ENA,KENAI,60.61470222,-150.8047572,H24,,115,117.6,19,,2,,5726C960-7CBE-42A0-8C3A-0DD03AE45EBE,0,123X,1,0,19,0,1,1,0,0,0,0
80,90F322F8-2FCD-451F-B4B6-E497F16D1E2E,IWW,WILDWOOD,60.59867972,-150.7887992,H24,,111.5,379,15,,1,,75384D01-382C-4811-9E37-A46958AEF157,,,1,0,15,0,1,0,0,0,0,0
81,FF3B0AD4-4B11-4687-8545-EC434F72394C,CMJ,CLAM COVE,55.34217333,-130.3092347,H24,,45.9,396,21,,1,,F7A7E0FF-6E42-48EB-B3A5-6F59B1D2D5FE,,,1,0,21,0,1,0,0,0,0,0
82,1B189205-60F3-49BA-9488-7D9655DBE2F2,AUB,CHINOOK,58.7371675,-155.2216919,H24,,66,355,16,,1,,114D5EA7-A943-4DCF-B9A6-98386631BD31,,,1,0,16,0,1,1,0,0,0,0
83,21C9597B-F441-49A2-BCE2-E8434733071E,AKN,KING SALMON,58.7247125,-155.2476533,H24,,94.6,112.8,16,,3,,145EAF80-FD37-45B2-9183-444EF36B2244,0,,1,0,16,0,1,1,0,0,0,0
84,BEA447F3-75C1-4818-8977-2CD59A3698E1,AKN,KING SALMON,58.7247125,-155.2476533,H24,,94.6,112.8,16,,4,,145EAF80-FD37-45B2-9183-444EF36B2244,0,075X,1,0,16,0,1,1,0,0,0,0
85,04E46185-20DA-459A-9C50-9103646C240E,AKW,KLAWOCK,55.56862111,-132.9186042,H24,,30.2,229,20,,1,,850C220C-6A7F-4C97-99F0-E871BECFA547,,,1,0,20,0,1,0,0,0,0,0
86,CF25C43E-B82A-4EB4-90DC-AD06FCFD9EBB,AKW,KLAWOCK,55.56862111,-132.9186042,H24,,30.2,115.8,20,,2,,850C220C-6A7F-4C97-99F0-E871BECFA547,,105X,1,0,20,0,1,0,0,0,0,0
87,66BD1696-D766-4348-A640-931EE488EBA0,ODK,KODIAK,57.77503611,-151.66016,H24,,133.1,117.1,14,,3,,4FD1CD66-7B6E-41F5-BD71-FC0D3A1E3B4A,0,,1,0,14,0,1,1,0,0,0,0
88,E1AD13FB-2673-4B06-AAF5-55B9C3B1E13E,ODK,KODIAK,57.77503611,-151.66016,H24,,133.1,117.1,14,,2,,4FD1CD66-7B6E-41F5-BD71-FC0D3A1E3B4A,0,118X,1,0,14,0,1,1,0,0,0,0
89,E347458A-0206-4863-94C2-1106C4AEFF9A,RWO,WOODY ISLAND,57.77481611,-151.6754133,H24,,24.4,394,14,,1,,00265F28-E0B2-44A2-8801-A5E60FD9AB8E,,,1,0,14,0,1,1,0,0,0,0
90,06142D64-E391-4D53-8E18-40D47BBFB8DA,HHM,HOTHAM,66.90126389,-161.4356175,H24,,11,356,11,,1,,5FAD9D69-44FE-4FEC-80AD-52BA562CB2E4,,,1,0,11,0,1,0,0,0,0,0
91,87136722-5BC3-446E-9F85-1325EB46301D,OTZ,KOTZEBUE,66.88568194,-161.4600625,H24,,120.7,115.7,15,,3,,DE8FCA62-EC69-4ACD-9F4A-021C48CD13B2,0,,1,0,15,0,1,1,0,0,0,0
92,10FF2979-9D98-4A89-9F72-79CAEF83ACA5,OTZ,KOTZEBUE,66.88568194,-161.4600625,H24,,120.7,115.7,15,,2,,DE8FCA62-EC69-4ACD-9F4A-021C48CD13B2,0,104X,1,0,15,0,1,1,0,0,0,0
93,DFB045B2-17D3-4C0A-9EAC-EA970A50E850,KKA,KOYUK,64.93640972,-160.844865,H24,,118.5,299,13,,1,,5F4CB412-28ED-4BD1-9D99-4E9F16DBEAB9,,,1,0,13,0,1,0,0,0,0,0
94,B576A6EA-AB22-4986-A49F-FD4125B31822,KKA,KOYUK,64.93640972,-160.844865,H24,,118.5,113.6,13,,2,,5F4CB412-28ED-4BD1-9D99-4E9F16DBEAB9,,083X,1,0,13,0,1,0,0,0,0,0
95,5E195DEC-477E-4525-AACB-C0755E8D40D4,LVD,LEVEL ISLAND,56.46770889,-132.9168864,H24,,98,116.5,20,,3,,16B1AA95-667C-4568-B56E-C531C08085FF,0,,1,0,20,0,1,1,0,0,0,0
96,D090004A-A637-4B4D-8CB9-D5FA23EDF6D3,LVD,LEVEL ISLAND,56.46770889,-132.9168864,H24,,98,116.5,20,,2,,16B1AA95-667C-4568-B56E-C531C08085FF,0,112X,1,0,20,0,1,1,0,0,0,0
97,75F59F83-F716-4F25-808E-A7534E59EFF9,SQM,SUMNER STRAIT,56.46458083,-132.902625,H24,,23.4,529,20,,1,,785C4ECE-9F1F-487C-B4BF-7741219D7FD0,2,,1,0,20,0,1,0,0,0,0,0
98,59D208C1-BF6F-4640-B566-DED1CC012AE5,MCG,MC GRATH,62.95103222,-154.38862,H24,,344.3,115.5,19,,3,,BC88266D-4582-4107-A56D-B1C879AE284C,0,,1,0,19,0,1,1,0,0,0,0
99,E07D9966-C041-4693-B539-EE45F45AA95F,MCG,MC GRATH,62.95103222,-154.38862,H24,,344.3,115.5,19,,4,,BC88266D-4582-4107-A56D-B1C879AE284C,0,102X,1,0,19,0,1,1,0,0,0,0
100,B90C2BE3-248C-4CD1-B509-072A44D391C7,VTR,TAKOTNA RIVER,62.9468575,-154.4426908,H24,,340.9,350,16,,1,,C5ADC01E-04A9-4F6F-A34D-4ED4EC8363A3,,,1,0,16,0,1,0,0,0,0,0
101,A4030ED6-084A-4C45-B4E5-873ED537314C,AIX,NANWAK,60.38528167,-165.7856169,H24,,37.5,323,13,,1,,49F4645D-C0CE-4D92-918E-6E595C97A0E1,,,1,0,13,0,1,0,0,0,0,0
102,7F1ED15D-293A-4046-A4F9-B95009ABB340,AIX,NANWAK,60.38528167,-165.7856169,H24,,37.5,112.9,13,,2,,49F4645D-C0CE-4D92-918E-6E595C97A0E1,,076X,1,0,13,0,1,0,0,0,0,0
103,1A732677-F7AF-410E-BECC-9CA6E917928B,MDO,MIDDLETON ISLAND,59.42180444,-145.649985,H24,,133,115.3,18,,3,,9467442C-AB9E-4105-8FB8-105DD05B1E6D,0,,1,0,18,0,1,1,0,0,0,0
104,DB92E37E-996A-4C06-A298-5BD0B6B1A3C6,MDO,MIDDLETON ISLAND,59.42180444,-145.649985,H24,,133,115.3,18,,2,,9467442C-AB9E-4105-8FB8-105DD05B1E6D,0,100X,1,0,18,0,1,1,0,0,0,0
105,DE2EE078-FF44-4EBD-998B-541E34423C27,MHM,MINCHUMINA,63.88388611,-151.6838172,H24,,713,227,17,,1,,FA0FB9BE-6B0F-4DCF-8A1B-2F645C8D2BC1,,,1,0,17,0,1,0,0,0,0,0
106,3A1DC074-70DB-4AFA-8E22-FC2EB3891499,OAY,NORTON BAY,64.69552361,-161.9362881,H24,,,263,13,,1,,1C6569E6-ABF1-4439-AB1A-1AB86E827362,,,1,0,13,0,1,0,0,0,0,0
107,55E99220-725E-4F78-A2E5-29731B62FE49,ICW,ICE POOL,64.54569278,-148.9231181,H24,,361,525,18,,1,,745FBDBC-19B2-4716-B688-E367D459B311,,,1,0,18,0,1,0,0,0,0,0
108,2A66C746-4F27-4D48-B839-62E018924AB7,ENN,NENANA,64.59000972,-148.9271292,H24,,1600,115.8,21,,3,,8A6D97A4-1175-4369-8DEC-34779BA9D9A4,0,,1,0,21,0,1,1,0,0,0,0
109,427CA320-4C09-40E4-9082-61E81186780E,ENN,NENANA,64.59000972,-148.9271292,H24,,1600,115.8,21,,4,,8A6D97A4-1175-4369-8DEC-34779BA9D9A4,0,105X,1,0,21,0,1,1,0,0,0,0
110,9024A085-E67C-457E-BA68-3EE0E2EA8852,OQK,NOATAK,67.57011194,-161.0273744,H24,,85.2,414,11,,1,,126B018F-FFFF-4B4E-83C5-3C244EB6489F,,,1,0,11,0,1,0,0,0,0,0
111,D9596B3D-5CF1-4CC6-AC1A-60682E871995,OQK,NOATAK,67.57011194,-161.0273744,H24,,85.2,110.2,11,,2,,126B018F-FFFF-4B4E-83C5-3C244EB6489F,,039X,1,0,11,0,1,0,0,0,0,0
112,A3E26189-3DEE-431F-836F-30A8B7F1953F,FDV,FORT DAVIS,64.49474639,-164.6849028,H24,,117,529,11,,1,,73F83834-4335-4D30-AE6C-6C515127D6D6,,,1,0,11,0,1,1,0,0,0,0
113,83A39BE3-38FA-470C-8182-E9B8DD577AD3,OME,NOME,64.48510889,-164.7468264,H24,,95.1,115,11,,3,,9CD814AF-01DF-4164-8561-DF26D29AA052,0,,1,0,11,0,1,1,0,0,0,0
