OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE,LIGHTACTV,LIGHTINTNS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
14054,3E05C0E5-FAE0-4CAF-9E3A-FCD2F95C18D3,17142ED2-E81C-4D8E-BC33-CACC54706DC5,09/27,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14055,62E94C99-2722-48AF-8802-5CB21BB387E1,F382579D-B98B-4EB6-B019-4D9678F06486,05/23,2981,50,FT,ASPH,2,,0,0,1,1,0,0,1.46547859003476e-06,0.0189037420355049
14056,BB79D5DE-8B8E-4D4F-AFBA-53098A98BD73,F382579D-B98B-4EB6-B019-4D9678F06486,10/28,5013,75,FT,ASPH,2,LIM,0,0,1,1,0,0,3.69680947187589e-06,0.0362861073361336
14057,EC8E80E5-333F-4762-9C6A-F551161A1D58,78052B03-5BD1-48EA-A58B-DA994229AB99,H1,35,35,FT,CONC,,,0,0,0,0,0,0,1.20544427772984e-08,0.000443091999954959
14058,57150845-5874-46CC-900E-18E85A6F932A,F43BFC5C-A19F-45E0-9F98-384F8C41ACA3,01/19,1600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14059,31D94D81-071D-44C8-826B-A9D632F4031B,EB85DA6C-E0F0-495A-8365-468632756750,06/24,4000,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.98666213893739e-06,0.0275153858314721
14060,055C5254-72B8-4617-BA69-FC88E7CD90BC,9858A050-7571-450F-BCAA-C02DB89155E2,H1,100,100,FT,CONC,2,OTHER,0,0,0,0,0,0,9.79657670541201e-08,0.00126277200002187
14061,FA819752-CF73-496F-B7FF-59F3D9248BDE,040E2C3D-CF2A-4CEC-9747-744FEF5E9109,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.60584932018537e-08,0.000512122000031923
14062,13540441-B7A0-4682-9D5F-A8595A9E82EB,B904FB8A-1E64-4E09-A819-BC07B4127AA5,H1,380,261,FT,GRASS,,,0,0,0,0,0,0,9.9572935141623e-07,0.00399532900007404
14063,8211DEC4-20C5-487F-A333-D6DC583F5C7D,5B29B60E-E16A-4FD9-9CC5-F87497225D9E,H1,40,40,FT,CONC,3,OTHER,0,0,0,0,0,0,1.60716808750294e-08,0.000512363000102603
14064,9399C0E0-8CD0-4DA5-9A6A-820B995481B3,C1A8EFEF-D0D0-4960-95F9-443FE0D124D3,H1,97,44,FT,CONC,,,0,0,0,0,0,0,4.2866986404988e-08,0.000854465000033602
14065,0F914AAD-0BBE-4384-BC2F-69B5A40DC35A,6074B848-5F99-4D19-B948-EFDBEF7DE4CB,H1,32,23,FT,ASPH,,,0,0,0,0,0,0,7.39328243071213e-09,0.000344000000154665
14066,5700D0EA-6D5C-4104-951D-83D0682BEA40,ED27CC51-7F81-45ED-8B76-57C8EEFC19A0,H1,50,50,FT,CONC,2,OTHER,0,0,0,0,0,0,2.51047822530381e-08,0.000640345999954661
14067,3BDCDD95-B08D-4363-8D62-31906E5A5A35,F217CCBC-5F1C-4905-9EE8-CCB82259CE68,07/25,10599,150,FT,ASPH,0,LIH,0,0,1,1,0,0,1.59494093168178e-05,0.0757721295880626
14068,C8166401-6CA7-4B1F-AF4E-EA6D7A4344C9,F217CCBC-5F1C-4905-9EE8-CCB82259CE68,16/34,5599,150,FT,ASPH,0,LIM,0,0,1,1,0,0,8.4244395566202e-06,0.0335286527097112
14069,3043E8BF-7545-4953-89E0-CD48316FF85B,ED15233A-31D8-4306-8AC7-3E510339EA4C,H1,100,100,FT,GRASS,,,0,0,0,0,0,0,1.00421175375232e-07,0.00128071100005127
14070,A9E804EC-65C1-4726-BDB3-66DC3E3AC620,DAA55FC4-4E58-431E-96D8-DA07E7DC53CD,04/22,3799,75,FT,ASPH,2,LIM,0,0,1,1,0,0,2.85751025330683e-06,0.0243061313948624
14071,7B3590BB-8432-4951-8073-2C91589ACB33,DAA55FC4-4E58-431E-96D8-DA07E7DC53CD,14/32,5829,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.84552026339225e-06,0.0384890057486734
14072,2A45BE58-F6F3-4EDB-B1A3-6E3FBFCF4B7E,7C192614-7251-42DD-8E46-A3646174CC6C,16/34,2268,145,FT,GRASS,2,OTHER,0,0,0,0,0,0,3.21795141644543e-06,0.0138713692623894
14073,4D4260D9-D44E-4302-A94F-7E398BA882D9,6324BA74-C50E-4E6E-92EA-67A8072B446E,09/27,3405,110,FT,GRASS,2,OTHER,0,0,0,0,0,0,3.66559720532678e-06,0.024873617347167
14074,14C9A7E1-BF22-4BBC-9AD4-8E801DE2AF36,2F140CC5-5680-4726-9694-3BADA22D4066,18/36,2428,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14075,CBF77EFE-CA9C-4769-9BAF-590A2A756BA6,83932ABF-BF9B-4AA2-B636-39A831AF3074,18/36,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14076,4F181397-59E3-49E0-B276-2F83C3C9069C,11B1625B-A11C-4637-ABE7-986AD38B08B5,02/20,3529,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.63196011474065e-06,0.0201519378468187
14077,2B4A83AF-4A13-4DDE-8318-8F4B903C6938,11B1625B-A11C-4637-ABE7-986AD38B08B5,10/28,2392,35,FT,ASPH,2,,0,0,1,0,0,0,8.32501655168016e-07,0.0175247411749424
14078,3C19BC2C-39B5-4FFD-A265-B10174A46DE3,4CF2D623-0483-4FB7-8470-6D2850687ADC,H1,45,45,FT,ASPH,3,OTHER,0,0,0,0,0,0,2.01430339075159e-08,0.000573197999983677
14079,B653C81D-B69D-45DF-ACF7-86A74F35AB68,77559CA2-D8BB-49DF-8DB7-8F621F4C5484,03/21,2410,37,FT,ASPH,2,LIL,0,0,0,0,0,0,8.68702954903711e-07,0.0139586153967089
14080,BD8126F5-163C-4659-BDA1-C5C4FF4BC434,CB477CFA-FF18-4D82-ACC1-790BE42421C0,04/22,3800,55,FT,ASPH,2,OTHER,0,0,1,0,0,0,2.08686014957493e-06,0.0230687749184671
14081,B36D6C79-36B7-49B3-803D-60BF4D06DC79,42A671A1-F7A7-4216-A8EA-2719ABFA6E53,H1,50,50,FT,GRASS,,,0,0,0,0,0,0,2.50711309490725e-08,0.000639862000070934
14082,1C14269F-E784-429F-8748-4DEAC38C5130,CB062C2B-CB8C-4B1C-AC9D-C574BF8E2D6F,08/26,5500,100,FT,ASPH,2,LIM,0,0,1,1,0,0,5.42791804036824e-06,0.0396628892614758
14083,FDA25EB9-2B5B-4222-A7C6-BC05F66BEAC2,AF5C8E37-91D5-4586-95C7-DA8425A6F7E9,04/22,2907,30,FT,ASPH,0,LIL,0,0,0,0,0,0,8.70743861014489e-07,0.0180507737339075
14084,D0420AEF-3D63-436E-B3C7-FE1BBB793DB4,AF5C8E37-91D5-4586-95C7-DA8425A6F7E9,18/36,2700,100,FT,GRASS,0,,0,0,0,0,0,0,2.69508927885909e-06,0.0155465617838622
14085,170E3C0C-6889-4DF5-9760-6743D5C71CCB,156E4FAC-58FC-4D5E-8E7F-828893CAE6C0,N/S,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14086,D7F6EEDE-4DA0-4464-A0CC-29936D1BA638,60CB6BE3-2C7F-483B-A775-29935472150B,05/23,5097,75,FT,ASPH,2,LIM,0,0,1,1,0,0,3.72226190847869e-06,0.0312786509419919
14087,A0410E39-7568-4F22-B806-48C1452A9AB5,9A60D48E-5BFF-4A3C-B2EC-C7240EAB748E,H1,62,60,FT,ASPH,,,0,0,0,0,0,0,3.62138052878436e-08,0.000765945000014863
14088,8D5A2C02-87D1-47BF-8FF5-6EC425A2A39E,CC6B2FCB-C585-432A-A863-4A6B24136D6E,09/27,3882,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.92178083327599e-06,0.028801180945415
14089,FD8E8D3A-74F5-49C9-82DF-C50DD67CDCAB,CC6B2FCB-C585-432A-A863-4A6B24136D6E,18/36,2115,75,FT,GRASS,2,,0,0,1,0,0,0,1.59206638272735e-06,0.0121590492264836
14090,8D42842B-35CD-4844-83B7-9A05014E91C8,8BAEE9BF-6374-4FFB-911C-132678111717,H1,40,40,FT,CONC,0,,0,0,0,0,0,0,1.60380295710638e-08,0.000511756000037167
14091,47411045-2BFA-46A0-ABF3-40487B9BFCEA,65CD09BA-0B23-4074-A3C4-D7B94EF4ADD3,04L/22R,10701,150,FT,CONC,2,LIH,0,0,1,1,0,0,1.55993373027741e-05,0.0664980896826215
14092,59737B02-FE37-4AA8-889A-1E86AEDD9D69,65CD09BA-0B23-4074-A3C4-D7B94EF4ADD3,04R/22L,9000,150,FT,CONC,2,LIH,0,0,1,1,0,0,1.31191018226673e-05,0.0560851587076861
14093,9C8B8BC4-2243-4A9C-A312-F96B214D5A59,BFF1BF6E-C2F5-4AFE-9E1C-E366A96A566C,03/21,3579,65,FT,ASPH,2,LIM,0,0,1,0,0,0,2.26340603148856e-06,0.0215105244476522
14094,9C8744B5-6AD8-4DD7-8B85-0350EF4D048E,62EA878A-1F09-4B15-9D1B-38E204F3EF23,01/19,2800,300,FT,CONC,2,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14095,03BC3789-4518-46F9-94CC-284320A26A9A,3C867FF5-28EE-4B1D-8D0D-52B6400C1AAF,H1,40,40,FT,ASPH,0,OTHER,0,0,0,0,0,0,1.55530415213434e-08,0.000502889000022156
14096,A5D9B6D1-0D83-4C58-8BAB-F67CF6E83DB6,DC5A00D0-4293-4ABC-974F-53548FC55C1D,H1,25,25,FT,CONC,3,OTHER,0,0,0,0,0,0,6.07633410254493e-09,0.000314335999973991
14097,0B071CA4-E11C-44AC-ACF4-176247A5EF26,10C7DF3A-2E99-4378-8870-A555E764BDB7,18/36,1700,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14098,82C9BADA-927A-4D83-A2DD-ECFC4328BCD7,8FD743D0-0573-496B-BB67-61627F29DC71,05/23,3203,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14099,0DF86F43-D4D1-43E1-B792-17D3DF05220A,8FD743D0-0573-496B-BB67-61627F29DC71,13/31,2670,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14100,937377E1-F030-4B9A-85F6-3141A0B4C48A,B9334598-9975-4DA4-9EC6-F8C5378250D6,H1,25,25,FT,ASPH,3,OTHER,0,0,0,0,0,0,6.1581886257045e-09,0.000316711999971631
14101,C6E0C150-4AFE-4C53-ABE4-48E4CE275D03,386D41EB-FBB7-4CD3-A92C-A697F9CBF14C,07/25,3805,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.78745073956088e-06,0.0265901664158701
14102,15789E23-6277-45B3-89FC-374C540A10A6,1AD46385-0F15-4E86-9C20-B248084C6DE4,H1,100,50,FT,GRASS,,,0,0,0,0,0,0,4.88257683173288e-08,0.00090475999991213
14103,293C4CC4-BD52-4641-9653-1AD8642AA5D7,3964B3BA-78F4-481D-9ADB-DD0C5437AE75,16/34,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14104,01D8FA4A-94DF-45FF-957E-41D84189A1D8,F9047948-43D5-40F4-B849-AF92D18CABDE,10/28,5189,100,FT,ASPH,2,LIH,0,0,1,1,0,0,5.14960493092076e-06,0.0380732680281833
14105,7204524A-F54D-46EB-A9E4-7E8861219A70,AD583DC8-FC9D-4AA2-BB7E-08AC45A9D36C,04/22,1240,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14106,9A82F079-A13F-4248-99FA-6779142B39B3,4C61901E-1B04-4CE4-9750-5B2FA2945334,09/27,1650,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14107,921C8939-622E-4368-9689-BADBD0F831FE,0385AC15-C791-4E5C-B482-6889C77DE1BB,03/21,2600,300,FT,GRASS,3,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14108,9E2257F1-EC94-424A-B889-809B37583582,D364933F-25EB-4683-B4D3-CFE9CCBA9826,N/S,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14109,47BDD89E-DCEE-4264-83BE-3CCF3617C546,06F7C699-6EEF-42FA-82C8-164F2BADBC54,09/27,2250,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14110,7A5EA32B-52CF-4A05-8034-FAAD55D3CFBE,06F7C699-6EEF-42FA-82C8-164F2BADBC54,18/36,2615,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14111,494BF391-58E2-44C4-9B12-9665A739B86F,06F7C699-6EEF-42FA-82C8-164F2BADBC54,E/W,3500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14112,7BF1C4BC-B91D-4C13-A99F-D27DE9ED4A73,54CEA944-361C-4B92-B304-91354173F18E,01/19,1600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14113,EE1467B7-7F82-4E44-8AE4-89DFF8D643E5,D1CC3DA2-B286-4F26-9032-49E1C4FEEEDD,02/20,3073,50,FT,ASPH,,,0,0,1,0,0,0,1.53071982822439e-06,0.0176720053107194
14114,EDE26145-25DB-42BC-BAD7-B77AA3449BAD,1E685AE4-B5CB-4F03-996C-398FFB06F2BB,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.59361661644652e-08,0.000509888000010505
14115,C785B43A-00BA-4E60-9C09-B526E6133925,E0EB4B56-FC1F-4698-AE1A-CEB4438D675D,10/28,4012,50,FT,ASPH,,LIM,0,0,1,0,0,0,1.99342571249872e-06,0.02932608433429
14116,C3A7E28C-D86C-476C-9E96-D7DD2E6D3300,B3F2371D-A57C-4CEF-A8B8-129214437CD2,05/23,5002,150,FT,ASPH,,LIM,0,0,1,1,0,0,7.48809839024034e-06,0.0331879928908782
14117,1F1F82E2-FB3B-4F3D-AC0F-B2A027919522,B3F2371D-A57C-4CEF-A8B8-129214437CD2,14/32,9003,150,FT,ASPH,,LIH,0,0,1,1,0,0,1.34796973725315e-05,0.0589875602911243
14118,E5BF1611-3A6B-4C77-BBA2-1D5A8F91CC37,B3F2371D-A57C-4CEF-A8B8-129214437CD2,143/323,3501,60,FT,ASPH,,,0,0,1,1,0,0,2.09643394555314e-06,0.0229448739672534
14119,0B230F67-E242-49DD-AA98-829978A2710A,C412292A-5280-4333-ABD5-DBE8FFB8816A,04/22,5000,150,FT,ASPH,2,LIH,0,0,1,1,0,0,7.3418391366431e-06,0.0312335077953803
14120,0AAB21D8-801E-41A6-B798-006936A043AE,C412292A-5280-4333-ABD5-DBE8FFB8816A,34,4999,150,FT,ASPH,2,LIM,0,0,1,1,0,0,7.34020113668521e-06,0.0304105638707641
14121,813B5DCF-7B1A-4EF3-94D3-2A242818EC94,4CC320E5-7115-478E-94A8-9B2A22F95F99,10/28,3100,26,FT,ASPH,2,LIL,0,0,1,0,0,0,7.8981770457176e-07,0.022255358922248
14122,80F32A99-3705-4A6B-A1B9-6D116FE7BC99,767406A5-B807-43FB-8451-9B3FDDC6875E,09/27,2900,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14123,0BB34ED2-2EAE-478D-9924-826AF2CAF6C7,13A00085-6EA9-4923-B7E5-7AC49E79F034,H1,15,15,FT,CONC,0,OTHER,0,0,0,0,0,0,2.20416040974669e-09,0.000189387999967039
14124,F13D4358-4753-478F-ABA5-8B1C71DE076A,18F45810-437A-4C10-81B7-41CCC1C262BE,03/21,2925,300,FT,ASPH,,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14125,AC1D8E50-903C-4B63-8D0B-B1154232FE81,60FFF651-7BA4-42EC-A9D7-DFB3C67C0966,03/21,1600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14126,86C16D0A-E75F-418D-8BAF-5DDE01337C1B,3D4258CC-4ACF-4720-A64D-E8796CE9C926,18/36,3500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14127,3D273C52-8367-44A1-90FC-94A174DF2DF9,86BBDB2B-EA62-4F7C-9C4D-398429B6D7DD,18/36,5001,75,FT,CONC,2,LIM,0,0,1,1,0,0,3.51663675246527e-06,0.0279791140092252
14128,071DCE9D-05D7-42BC-AB2E-F803B784CC57,74B19CF1-8951-4685-BAC7-0DC94FEED995,17/35,1350,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14129,17BDE5C8-3CD8-4F56-A43A-0DC9FF0B0EE3,9A3DE49A-56D5-44D0-B0EF-AE154FBB6A7E,17/35,1000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14130,E9BA8BBA-2668-41DF-BD52-4334C8AEB749,381E89EE-4DB4-4B2E-8AF4-39E769363B48,08/26,1500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14131,495A8FD2-810F-44C7-813C-5CB2306758DF,381E89EE-4DB4-4B2E-8AF4-39E769363B48,17/35,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14132,EC238FF9-C214-45C0-9E28-4AD3D9254565,E0C61BC1-ED57-4735-A7C8-D07CA7A5C643,17/35,3100,50,FT,ASPH,2,LIM,0,0,1,0,0,0,1.42311773743131e-06,0.0173723220000359
14133,06E9D216-6432-4605-B18B-1FCE6AD5A14A,56998704-0588-47E2-8FD5-FFF9928F20F1,17/35,4001,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.72648935606412e-06,0.0224832369028737
14134,DCF35968-A171-4FBE-980C-29151BF6DDE6,A3893AAF-6A28-43AA-BD20-613342203D91,NE/SW,3000,300,FT,CONC,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
14135,2AE589D7-ADA3-41C6-9BB3-826AFDF0A0F7,732BCEA9-43FC-4FC2-862C-781261AA56AE,03/21,1400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14136,AAEBC7BE-D0AE-427B-96F2-34A1B585984E,8C535CB7-6FBE-4547-84A0-F3A11F7E20FE,14/32,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14137,11864AAC-BB72-472D-9E5A-8EEA43281147,84F0EF5D-A3BF-4289-A1E5-EFC6201A0A89,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.4537135939463e-08,0.000484350999959135
14138,0C853612-8056-49D1-A055-D43384A5BAFE,4347AE95-3296-4C27-A69B-4998C38F2152,17/35,1100,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14139,11641566-C2D4-4D5F-95FC-DD91DD320BCB,DD3FCA62-082D-4947-9906-BC1B869AF94C,13/31,9002,150,FT,CONC,2,LIH,0,0,1,1,0,0,1.22842593555106e-05,0.055614192897714
14140,149F9045-32FB-4D10-90B5-645C46D8354A,DD3FCA62-082D-4947-9906-BC1B869AF94C,17/35,5404,100,FT,ASPH,2,LIM,0,0,1,1,0,0,4.91665309709788e-06,0.030361948383991
14141,3BC4E141-F1F0-4663-919E-E1F4D79E5424,04482A9C-9B94-45F0-BBF3-D92E53B507C3,17/35,5014,75,FT,ASPH,2,LIM,0,0,1,1,0,0,3.41494342137594e-06,0.0280511664421783
14142,152A4272-C037-4915-91F8-4C8DF8F5D582,36B487B0-1141-4BDE-AF8B-011D82F12763,18/36,2200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14143,46DAD2D7-A44A-41D3-BF39-376A5DDBB452,88A6BF9A-B298-4CAB-B229-BE54A628D122,18/36,3015,40,FT,ASPH,0,LIM,0,0,1,0,0,0,1.09828329186712e-06,0.0168911272581349
14144,D5F2E1F5-996D-4BAF-9CD5-E9B923A9C601,BC6DAA34-D5C4-4092-ACCA-54B68F05117F,H1,35,35,FT,CONC,0,OTHER,0,0,0,0,0,0,1.11563167592976e-08,0.000424360000010893
14145,3C7653AE-9AAB-405F-A91D-7031C1B343A0,A5E80F8B-9FF2-40B1-9F9F-C9F2E816028D,05/23,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14146,BF292FF0-E706-4639-BE17-46DAC1FEC644,9FC46FE8-F1BB-4277-9A3A-640140A54B78,17/35,3200,50,FT,ASPH,0,LIM,0,0,1,0,0,0,1.45112881000387e-06,0.017920787357701
14147,0FDAD374-0843-4D83-835F-DF9BD6554A1A,A3C23C9E-4C1B-4234-8135-EA0DF0C55FC8,17/35,4000,60,FT,ASPH,2,LIM,0,0,1,0,0,0,2.25314147428435e-06,0.0223824020000825
14148,9172B14A-6C9C-43A8-BAC9-523698C85BF2,1B5348FD-8B44-45F5-A1BD-A0DC499EBD44,17/35,4000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14149,D6B6E5F3-530A-40F7-9199-C3C4D7C7B779,9BF80395-1D7F-48C0-ACA5-ACB74423F524,18/36,4400,75,FT,ASPH,,,0,0,1,0,0,0,2.98911027130089e-06,0.0248100673883829
14150,D9265CD4-20CA-4A79-8A21-2195E5137C3A,DE29A6D7-08BB-4411-9041-719898B9A18D,18/36,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14151,82AF7513-D6EB-4E13-8AB5-6F947D33287E,5F67FF76-984E-43C8-B894-A9C95F9BAE22,04/22,1950,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14152,422BE626-2B3D-46F7-972C-9D5F4E8AE30B,5F67FF76-984E-43C8-B894-A9C95F9BAE22,08/26,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14153,C8D39E5E-AE31-4419-A26A-B8803D3572C5,5F67FF76-984E-43C8-B894-A9C95F9BAE22,12/30,1700,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14154,89469E06-EEDB-4D44-8F0E-DC991D0C1290,5F67FF76-984E-43C8-B894-A9C95F9BAE22,17/35,1220,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14155,883EE03F-9C73-43DB-B04D-080607DA51F6,99E3777A-8253-4C91-8272-40D4EA60865A,15/33,3500,60,FT,ASPH,,,0,0,1,0,0,0,1.93002688320121e-06,0.0201094496044179
14156,11A5FC63-CFF8-46DF-9D46-0E1C98B956FA,C7604CE2-8A8D-4273-B854-C1AC99E942BF,17/35,3000,60,FT,CONC+ASPH,2,LIM,0,0,1,0,0,0,1.65407368513115e-06,0.0168897812961762
14157,E2E3E453-ADA5-4DD5-A07E-E32281A2F100,24CE35B4-A48C-4DFD-9697-EEB29A9CD6B4,H1,75,75,FT,ASPH,0,OTHER,0,0,0,0,0,0,5.16665750183165e-08,0.000913595000045159
14158,A6F00366-564D-4DBF-96F8-8761B8B9FC22,020260BB-2C4C-49CD-8B27-6CAE0F4A3510,17/35,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14159,DCDF501A-4345-4D4C-A4DB-5E51D5C3F35A,C48F8392-4C8F-4D8C-A6D1-374713685C3B,18/36,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14160,E47284BD-668B-4F27-8D82-C382AAFEC924,67DFF381-4281-44D4-81E8-7A561B4C1ED2,H1,50,50,FT,CONC,0,OTHER,0,0,0,0,0,0,2.32821548706852e-08,0.000613727999962066
14161,EB93C3A6-378A-4601-A4F6-C588AC5FE420,271C4AD2-F422-4261-9264-F896C6E21ABA,17/35,4000,60,FT,ASPH,2,LIM,0,0,1,0,0,0,2.21959544433048e-06,0.0223664903433307
14162,46366989-BF70-4011-A9EA-9733A12906E9,74C5954D-F8AD-4035-9863-616E436296FC,H1,100,100,FT,GRASS,,,0,0,0,0,0,0,9.25365384318866e-08,0.0012231240000383
14163,1C7C21EF-AFDE-45FC-9769-612DDF39B1DC,CCBE3F09-6F7F-4EB4-9D5A-A8EB41B6DEF8,18/36,4000,60,FT,ASPH,2,LIM,0,0,1,0,0,0,2.23662755161058e-06,0.0224776853299361
14164,C5084C39-CF12-4C78-82D6-8B7C8B4C74CB,9BF0DC69-BD4D-4395-9095-5CA25BA79946,H1,30,25,FT,CONC,3,OTHER,0,0,0,0,0,0,6.99174051987939e-09,0.000334500000121807
14165,674F1EF0-B25F-4147-876C-DC73EC92C6CE,ED4FF031-77B5-472A-BD99-08825F00B4D9,17L/35R,5193,75,FT,CONC,2,,0,0,1,1,0,0,3.58693500857044e-06,0.0290329482026245
14166,639C2FEE-0E97-4537-9258-29A6CB13B3EC,ED4FF031-77B5-472A-BD99-08825F00B4D9,17R/35L,13503,200,FT,CONC,2,LIH,0,0,1,1,0,0,2.48742737767316e-05,0.0755295999069056
14167,6CE39DCD-7207-4BC5-9D5B-6311D98BAECD,ED8DFF56-4256-4E1A-8B7F-D3AEC388102D,H1,42,42,FT,CONC,,,0,0,0,0,0,0,1.62831383931916e-08,0.000513007999984438
14168,EFFC2425-A604-4ABA-8BF9-09422AAC98DF,5CEE4FF4-2831-4632-9AC1-A5D074B88CFE,13/31,1348,245,FT,GRASS,,,0,0,1,0,0,0,3.05046773974027e-06,0.00972417613482411
14169,A882ADF4-D9C2-4AC3-99C3-20F0CC8016EA,5CEE4FF4-2831-4632-9AC1-A5D074B88CFE,17/35,4305,72,FT,ASPH,2,LIM,0,0,1,0,0,0,2.86197996501869e-06,0.0241388539477691
14170,A381C385-C5F9-4208-8420-7112777A315A,B07E6AE1-E21A-405F-9A25-1D822E978D69,17/35,2584,300,FT,CONC,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14171,A4540D49-776E-4F05-B58A-07B3B991E145,F32AB097-23FA-4FF6-9CBB-78AEAFCA22C5,04/22,2350,300,FT,GRAVE,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14172,3DA3A1BC-6B60-404E-87FF-8DC18F9A16BA,2CED9448-35FA-41CF-97F0-50921714082D,N/S,2650,300,FT,GRASS,0,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14173,FF42DB21-14E7-4A5C-B808-1DFB6A6F1293,C937BE29-DBF6-4A3F-9AF2-750B6A0EA040,17/35,2545,110,FT,GRASS,2,LIL,0,0,0,0,0,0,2.60956721831462e-06,0.0147192950000025
14174,2B75CD8C-C89B-468F-A5FB-84CF421C0036,5C17809B-4972-4391-8309-19F8C257AAF5,H1,30,30,FT,CONC,3,OTHER,0,0,0,0,0,0,8.39509084471501e-09,0.000368554000033328
14175,C1682479-E2BD-44C4-8DB7-102240699815,4B201960-6BA7-471B-AE7C-56A4769208F3,01/19,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14176,E2DFFC27-41C8-4719-BB2C-D644D3174C57,E241E115-5D73-461D-AF56-FEAA4D938429,09/27,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14177,38E28E52-C60A-419B-9421-ECE2FD66FA8D,E241E115-5D73-461D-AF56-FEAA4D938429,17/35,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
14178,BB163388-4CA9-4766-BF33-171B14E28CBE,0E7A358F-0571-49B5-A689-4D2C6D3E41D7,17/35,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
